Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,y
9,0,39,0,2550,39,260,16,3,1,1,30,1143.56,0
7,0,39,0,495,7,16,5,2,1,2,25,94.59,1
0,1,5,0,1123,10,0,3,2,1,2,25,50.985,1
3,0,32,0,4110,61,0,11,2,1,1,25,187.695,0
4,0,24,0,515,21,0,13,2,1,1,25,24.12,0
11,0,44,2,2233,41,22,14,4,1,1,45,111.85,0
1,0,32,0,4130,75,0,19,3,1,1,30,168.2,0
10,1,44,0,1193,23,31,12,4,1,2,45,107.9,1
8,0,38,3,3695,37,504,23,3,1,1,30,2165.28,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0
2,0,31,0,825,16,29,4,4,1,2,45,93.525,0
0,0,40,0,0,0,1,0,2,1,2,25,4.5,1
4,0,29,0,2730,31,0,10,2,1,2,25,124.245,1
18,0,24,5,3418,61,53,27,4,2,1,45,219.475,0
8,0,39,0,2583,58,7,31,1,1,1,15,183.755,0
2,0,32,0,15000,168,132,23,2,1,1,25,1276.56,0
16,0,26,1,1935,43,27,13,2,1,1,25,210.51,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0
4,0,18,0,1885,27,37,17,2,1,1,25,252.54,0
8,0,39,0,2960,61,186,28,2,1,1,25,972.945,0
10,0,37,0,4083,60,0,31,1,1,1,15,227.865,0
12,0,30,1,1225,38,27,14,2,1,1,25,178.335,0
18,1,27,0,695,37,1,11,2,1,2,25,37.44,1
0,0,41,0,405,14,14,7,3,1,2,30,72.76,0
22,0,34,0,550,42,0,19,3,1,2,30,23.68,1
21,0,35,0,1265,41,32,15,3,1,2,30,180.24,0
16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,0
13,0,40,1,4313,71,0,34,1,1,1,15,241.12,0
0,0,27,0,6400,89,0,16,4,1,1,45,162.225,0
5,0,38,2,6785,103,22,23,5,1,1,55,136.32,0
4,0,37,0,2798,63,3,31,1,1,1,15,173.855,0
15,0,38,3,4375,92,53,43,3,1,1,30,390.68,0
8,0,31,1,8855,111,129,37,3,1,1,30,874.64,0
12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0
15,0,36,1,4000,86,29,26,3,1,1,30,279.44,0
31,0,44,5,15525,233,71,38,3,1,1,30,914.32,0
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0
10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,0
0,0,30,0,0,0,0,0,3,1,2,30,0.0,1
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
0,0,36,0,2278,53,4,34,1,1,1,15,150.205,0
0,0,35,0,0,0,2,0,2,1,2,25,9.0,1
5,0,36,2,2268,35,21,21,4,1,1,45,110.075,0
14,0,39,1,15790,188,157,32,2,1,1,25,1425.51,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
0,0,36,0,650,11,8,6,2,1,2,25,65.745,0
0,0,34,0,5703,58,76,35,2,1,1,25,601.245,0
4,0,35,0,8210,105,116,26,3,1,1,30,796.6,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0
4,0,37,0,1475,24,21,26,2,1,2,25,161.955,0
30,1,35,0,1450,54,32,22,3,1,2,30,188.16,1
9,0,40,0,1205,21,29,13,3,1,2,30,165.04,0
14,0,46,3,3660,43,505,16,4,1,1,45,1355.075,0
18,0,37,1,6008,98,7,22,2,1,1,25,306.27,1
0,0,34,0,6493,110,352,41,2,1,1,25,1881.135,0
0,0,5,0,4025,31,203,6,3,1,1,30,974.24,0
0,0,30,0,1795,23,263,10,3,1,1,30,1124.72,0
1,0,38,0,723,10,8,2,2,1,2,25,68.985,0
0,0,31,0,1825,5,0,12,3,1,1,30,73.2,0
7,1,30,0,2990,35,1,15,2,1,2,25,140.625,1
0,0,38,0,115,6,32,4,2,1,2,25,149.445,1
0,0,33,0,1170,37,22,15,3,1,2,30,136.28,0
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,1
20,0,33,2,1790,48,41,21,2,1,1,25,267.21,0
9,0,29,2,1620,42,200,13,3,2,1,30,866.48,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
7,0,31,0,8730,113,127,37,3,1,1,30,861.72,0
0,0,6,0,3375,23,183,8,3,1,1,30,867.92,0
9,1,36,4,7025,119,276,35,3,2,1,30,1389.76,0
0,0,34,0,6080,74,147,20,3,1,1,30,834.16,0
6,0,39,1,7623,132,382,42,3,1,1,30,1838.2,0
9,0,33,0,3775,76,24,27,2,1,1,25,281.295,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
11,1,13,3,1853,28,12,11,3,1,1,30,123.24,1
5,0,38,0,1638,44,0,2,3,1,2,30,67.28,0
11,0,16,0,8527,166,55,42,5,1,1,55,212.895,0
0,0,36,0,438,6,0,1,4,1,2,45,11.1,1
9,0,37,1,11710,157,13,47,4,1,1,45,329.175,0
5,0,32,1,3763,78,7,24,2,1,1,25,204.345,0
0,0,33,0,6185,87,0,7,4,1,1,45,156.8,0
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,0
1,0,32,0,6500,80,178,25,3,1,1,30,975.2,0
0,0,31,0,0,0,0,0,3,1,1,30,0.0,0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0
0,0,30,0,1673,38,0,9,3,1,2,30,68.44,0
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,0
15,0,39,1,5998,106,37,29,2,1,1,25,441.18,0
20,0,30,3,15885,238,25,82,2,1,1,25,838.035,0
13,0,17,3,2053,35,22,15,3,1,1,30,171.52,1
0,0,30,1,6600,107,259,29,2,2,1,25,1467.315,0
6,0,35,0,15370,177,152,31,2,1,1,25,1383.615,0
14,1,41,0,2658,66,47,23,4,1,2,45,185.6,0
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,0
3,0,23,0,1235,34,183,7,2,2,1,25,880.605,0
6,1,34,0,2208,41,29,29,3,1,2,30,205.96,1
5,0,41,0,2573,66,13,38,1,1,1,15,216.645,0
10,0,41,1,15565,184,160,34,2,1,1,25,1428.705,0
5,0,36,1,6213,99,21,25,2,1,1,25,378.54,0
7,0,35,1,7733,131,381,41,3,1,1,30,1838.56,0
0,0,38,0,0,0,0,0,2,1,2,25,0.0,1
3,0,41,0,7463,131,392,47,2,1,1,25,2105.73,0
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0
27,1,33,0,1555,57,37,32,3,1,2,30,212.48,1
0,0,13,1,1837,28,0,17,3,1,1,30,74.6,0
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
5,1,35,0,305,6,7,2,3,1,2,30,40.44,1
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0
5,0,35,0,305,6,7,2,4,1,2,45,25.275,1
11,0,18,4,2913,48,36,21,3,1,1,30,262.44,0
0,0,19,0,1263,27,15,65,4,1,1,45,69.75,0
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,0
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0
21,0,19,2,6697,147,92,44,2,2,1,25,721.98,0
1,0,6,1,1308,11,0,2,3,1,1,30,52.76,1
8,0,39,1,4485,77,37,21,3,1,1,30,330.48,0
3,0,38,0,248,7,0,1,3,1,2,30,10.2,1
14,1,41,0,3250,51,24,22,3,1,2,30,228.04,1
6,0,43,0,1260,22,17,17,2,1,2,25,134.19,0
1,0,40,0,213,4,10,6,3,1,2,30,48.68,1
23,0,28,3,15895,230,0,75,2,1,1,25,725.625,0
11,0,31,0,655,29,18,11,2,1,2,25,111.78,0
7,0,41,2,823,18,22,9,5,1,1,55,45.615,0
0,0,24,0,0,0,0,0,4,1,2,45,0.0,0
0,0,24,0,3035,61,33,25,3,1,1,30,255.84,0
0,0,35,0,1170,18,14,24,2,1,2,25,116.46,0
0,0,26,0,635,9,12,1,4,1,2,45,46.1,0
8,0,39,0,1420,25,21,8,3,1,2,30,141.8,0
0,0,35,0,7013,120,368,38,2,1,1,25,1976.985,0
29,0,31,5,16675,248,21,95,2,1,1,25,856.035,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0
8,0,39,1,3325,36,18,21,3,1,1,30,206.44,0
1,0,28,0,6785,91,6,21,4,1,1,45,186.9,0
0,0,9,0,3790,30,194,23,3,1,1,30,928.8,0
0,0,35,0,2080,10,451,6,3,1,1,30,1887.6,0
24,0,39,3,6833,115,41,26,3,1,1,30,441.92,0
0,0,31,0,338,5,0,1,4,1,1,45,8.575,0
1,0,29,0,1263,39,31,67,4,1,1,45,110.05,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,0
23,0,36,8,10625,94,10,45,5,1,1,55,175.785,0
12,0,38,1,4443,69,7,35,1,1,1,15,286.66,0
5,0,35,0,1855,45,47,23,3,1,2,30,264.0,0
7,0,35,1,3550,33,8,14,3,1,1,30,175.32,0
11,0,38,2,14373,179,21,59,3,1,1,30,666.08,0
0,0,23,0,553,22,0,66,4,1,1,45,14.375,0
7,0,37,0,6323,100,8,10,2,1,1,25,325.035,0
0,0,32,0,325,6,0,2,2,1,2,25,14.895,0
8,0,32,0,2453,54,351,23,2,1,1,25,1692.315,0
5,0,35,0,6658,72,103,35,2,1,1,25,766.35,0
5,0,9,1,1677,20,9,10,3,1,1,30,103.88,1
21,0,40,2,3468,77,374,26,3,1,1,30,1637.8,0
0,0,19,0,1570,28,32,17,2,1,1,25,215.91,0
3,0,8,1,4795,45,216,8,3,1,1,30,1057.6,0
5,0,36,1,305,6,7,2,5,1,1,55,15.165,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
0,1,36,0,628,7,9,4,4,1,2,45,38.375,1
11,0,42,2,2758,67,14,37,2,1,1,25,190.125,0
1,0,36,0,3875,64,0,12,2,1,1,25,177.255,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0
6,0,39,1,7568,130,389,45,3,1,1,30,1863.92,0
12,0,39,2,2683,42,15,8,4,1,1,45,105.625,0
8,0,38,1,2163,32,16,11,4,1,1,45,94.875,0
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,0
14,0,41,2,3408,75,17,35,2,1,1,25,233.235,0
3,0,23,0,335,16,0,3,2,1,2,25,15.795,0
0,0,34,0,923,11,23,17,4,1,2,45,80.85,1
13,0,28,2,4240,78,23,25,3,1,1,30,264.72,0
6,0,27,0,1000,28,22,15,2,1,1,25,145.26,0
20,0,41,0,3253,71,23,19,4,1,2,45,140.6,0
8,0,43,2,6760,96,201,32,3,1,1,30,1078.24,0
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0
0,0,33,0,13288,155,0,37,3,1,1,30,537.72,0
26,1,37,3,15545,230,55,30,3,1,1,30,851.0,0
0,0,38,0,1793,48,0,18,1,1,1,15,101.255,0
17,0,34,1,6043,102,23,22,2,1,1,25,380.025,0
0,0,20,0,1308,29,15,62,4,1,1,45,70.925,0
11,0,35,3,7155,116,246,31,2,2,1,25,1434.195,0
17,0,39,1,2948,67,375,29,3,1,1,30,1620.6,0
27,0,31,3,16320,241,7,80,2,1,1,25,776.745,0
0,0,4,0,4390,34,207,9,3,1,1,30,1004.96,0
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,0
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,0
0,0,18,0,1505,25,19,11,2,1,1,25,154.35,0
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0
12,0,40,1,2298,57,13,19,3,1,1,30,146.2,0
0,0,32,0,2345,15,0,9,3,1,1,30,94.4,0
5,0,36,0,2263,60,384,26,3,1,1,30,1628.92,0
28,1,35,0,1260,53,23,19,3,1,2,30,144.52,1
13,0,43,1,6403,109,25,19,3,1,1,30,360.48,0
15,0,40,1,4503,72,8,37,1,1,1,15,295.625,0
0,1,24,0,765,7,16,1,4,1,2,45,59.3,1
16,1,42,0,3295,53,24,19,3,1,2,30,229.92,1
5,0,22,1,1613,35,22,64,4,1,1,45,96.2,0
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0
3,0,29,1,3305,63,18,27,3,1,1,30,206.72,0
12,0,14,0,8818,165,41,36,4,1,1,45,327.075,0
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1
8,0,41,0,6098,103,18,17,3,1,1,30,320.04,0
28,0,28,3,16380,238,0,81,2,1,1,25,747.81,0
16,0,39,3,9175,124,149,45,3,1,1,30,967.96,0
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,1
9,0,41,0,13953,177,11,49,3,1,1,30,609.2,0
7,0,40,1,2475,44,283,17,3,1,1,30,1232.76,0
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
8,0,24,1,1793,43,27,66,4,1,1,45,113.4,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0
14,1,42,0,2528,54,49,37,4,1,2,45,187.05,1
10,0,38,1,4615,74,7,17,3,1,1,30,215.56,0
5,0,28,0,1130,16,28,5,4,1,2,45,98.65,0
29,1,39,0,1340,55,33,23,3,1,2,30,187.8,1
2,0,39,0,808,15,20,9,4,1,2,45,70.575,1
18,0,29,2,1590,41,31,17,2,1,1,25,212.895,0
25,0,34,3,15185,221,46,28,3,1,1,30,800.24,0
0,0,34,0,0,0,0,0,2,1,2,25,0.0,0
0,0,19,0,0,0,0,0,2,1,2,25,0.0,0
13,1,36,1,5818,98,26,24,2,1,1,25,383.22,1
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,0
0,0,34,0,1438,43,327,22,2,1,1,25,1538.145,0
3,0,39,1,935,17,5,13,2,1,1,25,65.34,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0
1,0,24,0,1453,34,32,69,4,1,1,45,117.175,0
4,1,33,0,2685,35,2,14,2,1,2,25,131.4,1
14,0,23,1,1450,36,16,11,2,1,1,25,138.87,0
1,0,36,0,3035,24,478,6,3,1,1,30,2034.36,0
15,0,13,0,6313,139,75,38,1,2,1,15,767.36,0
1,0,27,0,1443,41,34,71,4,1,1,45,122.1,0
23,1,33,0,955,47,16,17,2,1,2,25,117.09,1
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0
7,0,35,0,2058,46,0,12,3,1,2,30,84.16,0
15,1,44,0,2623,62,25,23,3,1,2,30,207.4,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0
0,0,35,0,815,11,0,9,2,1,2,25,37.17,0
5,0,35,3,6560,111,253,35,2,2,1,25,1438.695,0
16,0,38,2,5933,103,24,23,2,1,1,25,379.62,0
7,0,12,2,2773,43,21,15,3,1,1,30,196.64,0
5,0,37,1,6690,87,195,29,3,1,1,30,1051.08,0
8,0,38,0,7698,127,359,41,2,1,1,25,1967.625,0
13,0,27,1,1285,35,24,15,2,1,1,25,167.4,0
6,0,35,0,15425,179,145,28,2,1,1,25,1354.68,0
0,1,27,0,2425,25,0,8,2,1,2,25,110.25,1
14,0,35,1,2678,64,356,22,3,1,1,30,1533.68,0
16,1,41,0,2753,58,52,38,4,1,2,45,200.275,1
0,0,35,0,0,0,0,0,2,1,2,25,0.0,1
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1
11,0,37,3,7150,106,26,26,5,1,1,55,147.84,0
26,0,42,4,15220,227,64,36,3,2,1,30,873.88,0
9,0,44,2,3355,37,498,14,3,1,1,30,2127.68,0
16,0,40,0,2733,61,24,22,3,1,2,30,207.76,0
4,0,42,1,3050,31,491,12,3,1,1,30,2087.24,0
11,0,11,0,8853,169,63,36,4,1,1,45,383.05,0
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
0,0,29,0,2840,16,0,13,3,1,1,30,114.24,0
10,0,38,1,2568,66,391,28,3,1,1,30,1669.36,0
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,0
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0
3,0,34,2,6900,103,46,26,5,1,1,55,174.045,0
4,0,23,1,1695,32,36,15,3,1,1,30,213.08,0
0,0,33,0,5433,81,0,5,2,1,1,25,248.13,0
14,1,12,3,2502,36,15,9,3,1,1,30,161.52,1
2,0,39,0,508,6,16,7,2,1,2,25,95.13,0
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,0
9,0,28,1,1873,45,37,70,5,1,1,55,84.27,0
30,0,33,4,16380,244,7,82,2,2,1,25,779.58,0
8,0,40,3,6920,98,225,32,4,1,1,45,737.95,0
0,0,29,0,0,0,0,0,2,1,2,25,0.0,1
14,0,17,4,3562,56,39,19,3,2,1,30,300.72,0
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
11,1,35,0,3180,42,18,19,3,1,2,30,200.88,1
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,0
10,0,23,0,620,23,0,3,2,1,2,25,28.935,0
0,0,32,0,2008,50,0,27,1,1,1,15,113.19,0
12,0,35,1,6943,79,105,35,2,1,1,25,788.49,0
4,0,34,0,2070,49,39,18,3,1,2,30,240.76,0
8,0,34,3,7155,117,280,36,2,2,1,25,1587.24,0
1,0,41,0,80,2,10,4,2,1,2,25,48.69,1
0,0,25,0,1378,39,55,70,4,1,1,45,172.925,0
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,0
5,0,33,1,7553,123,376,39,2,1,1,25,2037.42,0
0,0,39,0,0,0,1,0,3,1,2,30,4.0,1
0,0,35,0,6385,81,188,27,3,1,1,30,1010.64,0
13,0,43,2,6978,85,123,43,2,1,1,25,871.335,0
14,0,31,7,9950,79,0,35,4,1,1,45,250.725,0
4,0,32,0,3813,58,0,29,1,1,1,15,212.905,0
7,0,14,4,3148,49,45,32,3,1,1,30,307.88,0
8,0,33,0,15405,180,140,26,2,1,1,25,1331.325,0
14,0,37,0,2458,44,9,29,3,1,2,30,136.08,1
0,0,12,0,1435,16,13,8,2,1,1,25,123.795,0
6,1,32,2,1315,42,201,12,3,2,1,30,858.28,1
0,0,36,1,6310,86,211,28,3,1,1,30,1099.84,0
24,0,21,3,6758,150,97,46,2,2,1,25,747.36,0
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,0
14,0,12,0,6392,135,77,41,1,2,1,15,782.485,0
23,0,35,3,14960,217,43,27,3,1,1,30,779.08,0
22,0,36,2,15025,220,56,33,3,1,1,30,833.8,0
5,0,19,0,965,22,4,7,2,1,1,25,62.415,0
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0
10,0,37,1,6963,78,110,37,2,1,1,25,811.845,0
6,0,35,1,8620,114,128,38,3,1,1,30,861.36,0
11,1,39,0,2448,52,45,36,3,1,2,30,280.0,1
0,0,21,0,0,0,3,0,4,1,2,45,7.5,0
2,0,27,1,1125,35,184,8,2,2,1,25,880.2,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
13,0,39,1,2513,63,364,26,3,1,1,30,1559.04,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
7,0,42,1,4470,87,10,29,3,1,1,30,222.28,0
9,0,43,2,7893,135,401,49,3,1,1,30,1925.12,0
15,0,43,1,4855,85,23,24,3,1,1,30,289.6,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0
0,0,18,0,1003,23,8,60,4,1,1,45,45.65,0
19,0,19,2,6453,144,90,44,2,2,1,25,701.865,0
0,0,4,0,1003,5,0,4,2,1,1,25,45.36,1
11,0,36,1,4740,87,7,23,3,1,1,30,221.08,0
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0
30,0,34,5,16495,250,39,86,2,2,1,25,929.025,0
2,0,40,1,1748,27,10,10,4,1,1,45,69.375,0
0,0,7,0,3485,24,187,21,3,1,1,30,888.36,0
0,0,37,0,685,13,0,8,2,1,2,25,31.41,0
7,1,38,4,7045,118,281,37,2,2,1,25,1586.835,0
6,0,38,0,1310,24,34,23,3,1,2,30,189.36,0
4,0,37,0,3488,55,0,35,1,1,1,15,194.865,0
7,0,43,3,643,16,19,5,5,1,1,55,38.385,0
11,0,39,2,6778,78,113,39,2,1,1,25,817.02,0
5,0,40,0,305,6,7,2,2,1,2,25,45.495,0
0,0,12,1,4085,40,216,9,3,1,1,30,1029.0,0
5,0,39,3,758,16,43,8,5,1,1,55,76.11,0
12,0,26,2,2260,42,50,22,3,1,1,30,292.08,0
12,0,29,0,405,21,7,2,3,1,2,30,45.04,0
9,0,39,2,8890,117,147,45,3,1,1,30,948.28,0
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1
6,0,39,1,4110,78,0,27,3,1,1,30,167.52,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0
0,0,34,0,428,6,14,15,3,1,2,30,73.36,1
13,0,38,1,4020,85,34,28,3,1,1,30,300.2,0
9,0,38,0,13963,170,9,47,3,1,1,30,601.32,0
36,0,34,5,17090,255,15,82,2,2,1,25,848.025,0
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,0
10,0,21,1,1270,28,11,9,2,1,1,25,107.91,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1
7,0,38,2,2993,68,23,48,2,1,1,25,241.245,0
15,0,23,1,15510,222,0,72,2,1,1,25,707.94,0
10,0,44,3,903,20,26,10,5,1,1,55,52.845,0
8,0,34,0,2273,52,348,19,3,1,1,30,1485.0,0
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0
13,0,18,0,6268,143,89,45,1,2,1,15,842.105,0
16,0,28,0,470,33,0,10,2,1,2,25,22.635,1
11,1,36,0,2458,45,43,34,3,1,2,30,272.12,1
0,0,36,0,685,14,25,13,2,1,2,25,143.955,0
0,0,33,0,0,0,0,0,2,1,2,25,0.0,0
14,0,28,1,15060,221,0,78,2,1,1,25,687.645,0
25,1,38,0,955,53,24,18,3,1,2,30,136.32,1
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0
4,0,41,1,3718,88,10,29,3,1,1,30,192.24,0
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0
14,0,40,2,5898,100,36,28,2,1,1,25,431.91,1
0,0,25,0,858,28,5,68,4,1,1,45,34.65,0
2,0,26,0,1015,11,30,6,4,1,2,45,100.65,0
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0
1,0,28,2,6705,106,256,27,2,2,1,25,1458.495,0
27,0,37,9,11145,104,9,42,5,2,1,55,182.235,0
11,0,40,0,1015,17,15,2,3,1,2,30,101.28,1
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,0
9,0,20,4,2933,47,41,23,3,1,1,30,283.2,0
17,0,21,1,9193,181,88,46,5,1,1,55,272.61,0
15,0,38,0,2643,60,334,22,2,1,1,25,1624.635,0
32,0,39,10,11450,110,16,44,5,1,1,55,197.4,0
2,0,31,2,7080,101,28,35,4,1,1,45,249.525,0
13,0,15,0,6277,136,87,43,1,2,1,15,831.215,0
20,0,31,0,895,44,11,15,2,1,2,25,91.755,1
2,1,39,0,313,10,11,7,3,1,2,30,56.92,1
11,0,39,0,6108,95,7,10,2,1,1,25,310.635,0
8,0,38,1,6163,98,9,12,3,1,1,30,286.44,0
31,1,37,2,1320,56,28,21,3,1,1,30,167.04,1
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0
0,0,36,0,5790,75,161,26,3,1,1,30,878.6,0
5,0,40,1,6413,75,109,36,2,1,1,25,782.46,0
3,0,33,0,438,2,0,3,3,1,2,30,17.6,1
9,0,37,0,2123,48,0,13,3,1,2,30,86.84,0
1,0,35,0,6223,68,92,32,2,1,1,25,697.095,0
6,0,34,1,3943,86,7,26,3,1,1,30,189.16,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0
0,0,35,1,148,4,29,4,5,1,1,55,45.78,0
3,0,39,0,2475,53,176,22,2,1,1,25,905.76,0
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0
9,0,20,1,2190,33,44,19,3,1,1,30,264.92,0
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,0
0,0,38,0,1760,29,264,3,3,1,1,30,1127.56,0
6,0,41,0,2540,47,296,23,3,1,1,30,1287.48,0
18,0,37,7,10310,95,5,45,4,2,1,45,272.625,0
0,0,38,0,470,9,0,13,2,1,2,25,21.555,0
8,0,34,1,4415,67,7,13,3,1,1,30,207.28,0
0,0,34,0,2028,49,0,29,1,1,1,15,114.235,0
20,0,31,0,840,42,18,18,2,1,2,25,120.69,1
3,0,39,0,990,19,0,10,2,1,2,25,45.405,0
4,0,38,0,900,15,22,11,3,1,2,30,124.6,0
9,0,36,0,2375,55,46,20,3,1,2,30,281.2,0
0,0,28,1,6580,108,254,27,2,2,1,25,1443.96,0
20,0,25,2,15815,228,0,74,2,1,1,25,721.935,0
11,0,42,1,4278,68,11,39,1,1,1,15,299.53,0
4,0,38,0,11340,156,15,50,3,1,1,30,519.84,0
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,1
4,0,20,0,395,13,0,4,2,1,2,25,18.36,0
6,0,37,1,6528,74,99,34,2,1,1,25,742.59,0
23,0,39,8,10615,101,12,47,5,1,1,55,178.74,0
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,0
20,0,32,2,14880,215,39,26,3,1,1,30,759.8,0
0,0,3,0,1182,7,0,4,2,1,1,25,53.505,1
18,0,32,0,765,47,41,19,3,1,2,30,196.48,1
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0
7,0,28,2,3645,73,47,29,4,1,1,45,210.45,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0
12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0
19,0,33,0,355,37,0,2,2,1,2,25,17.64,1
0,0,35,0,530,6,2,3,3,1,2,30,29.44,0
23,0,33,2,15140,219,46,31,3,1,1,30,798.36,0
15,0,37,2,9305,122,153,46,3,1,1,30,989.08,0
1,0,38,0,2203,57,0,30,1,1,1,15,124.3,0
0,0,36,1,0,0,0,0,5,1,1,55,0.0,0
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,0
12,0,34,0,15790,182,149,31,2,1,1,25,1389.24,0
0,0,17,0,985,15,3,14,2,1,1,25,58.5,0
5,0,37,0,1120,17,7,11,2,1,2,25,82.665,0
17,0,32,2,1530,44,34,16,2,1,1,25,223.83,0
7,0,34,1,13818,165,7,40,3,1,1,30,587.32,0
0,0,31,0,2055,27,270,15,3,1,1,30,1163.28,0
0,0,37,0,0,0,0,0,2,1,2,25,0.0,1
0,0,32,0,7023,113,366,36,2,1,1,25,1968.12,0
7,0,36,1,8405,110,119,43,3,1,1,30,816.6,0
0,0,22,0,2805,49,0,17,3,1,1,30,114.16,0
28,1,39,0,1215,57,31,23,3,1,2,30,174.88,1
0,0,20,0,2740,47,0,16,3,1,1,30,111.48,0
0,0,37,0,6908,117,363,28,2,1,1,25,1949.625,0
11,0,42,1,15485,188,158,31,2,1,1,25,1416.285,0
0,0,42,0,0,0,8,0,2,1,2,25,36.0,1
4,0,34,3,6775,115,262,30,2,2,1,25,1489.05,0
