Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,y
1,17,2,9500,1,1,130.16518534120428,1,2,1,2,6,125.13303706824085,0,0,0,1,1,0,18,0,0,7,9,6,12.8672682783741,0,0,7,8,6,12.815937153991124,0,12.955907224084969,2.0421851305785013,-0.9204812552537911,1
1,1,3,9147,1,1,123.20033428603992,1,19,38,6,5,125.5930190132712,1,0,0,1,0,0,18,0,0,5,5,4,11.587281844164725,0,0,5,10,2,10.600027857169994,0,10.392684727231284,0.7599331427920162,0.326034124531454,1
1,44,1,9085,1,39,130.0,5,16,1,5,4,130.0,1,0,0,1,0,0,21,0,0,6,12,4,12.66451757993339,0,0,6,18,2,11.607525730211595,0,12.4,0.5,1.79,1
1,17,2,9147,1,1,114.28730454294057,1,1,14,2,4,109.0008348850438,0,0,0,1,0,0,19,0,0,5,7,3,10.523942045245049,0,0,5,9,3,13.591254586959252,0,12.143791418977589,1.800278295014601,0.08170420636808107,1
1,1,1,9670,1,1,131.6922693897955,1,37,19,5,6,135.56125542175843,0,0,0,1,0,0,21,0,0,6,8,6,12.812650207094661,0,0,6,10,2,14.321555274762812,0,11.972396434492916,1.036198217246458,0.8145067450643344,1
1,1,2,9853,1,1,136.71560154034245,1,19,1,6,6,129.1651410012226,0,0,0,1,0,0,18,0,0,6,7,5,12.403670115525683,0,0,6,9,4,11.453209576405825,0,10.324769730440073,0.6532095764058266,0.09027206424196232,1
1,1,1,9082,1,1,121.81482511374651,1,1,1,2,4,114.67029415827581,1,0,0,1,0,0,18,0,0,5,8,4,13.601887898112793,0,0,5,8,4,10.359919303348512,0,10.540755159245117,0.9926152502423271,0.8400500528080497,1
1,1,1,9500,1,1,142.75965546084598,1,17,19,4,5,141.61902380573028,0,0,0,1,0,0,17,0,0,7,7,6,13.690017862548494,0,0,8,8,7,13.669648977004153,0,12.271816245784521,0.5721033617462076,1.7859942576807664,1
1,2,2,9119,1,1,126.94665009545525,1,1,36,141,192,122.41585332484843,1,0,0,1,1,0,19,0,0,5,7,5,10.905183343939473,0,0,5,9,3,12.0,0,8.9,1.4,3.51,1
1,9,2,9125,1,1,134.83314663307615,1,1,19,2,6,126.52620381192312,0,0,0,0,0,1,18,0,0,5,6,5,12.546808504897367,0,0,5,8,5,12.547592376153736,0,8.9,1.4,3.51,1
1,32,1,8014,0,1,103.83674683078763,1,37,37,6,6,109.41448360322879,0,0,0,1,0,0,40,0,1,7,9,6,11.875025798097516,0,1,6,12,3,11.522006371535731,0,7.6,2.6,0.32,1
3,7,1,9500,1,23,130.0,1,37,37,5,3,130.0,0,0,0,1,0,0,32,0,0,7,12,5,13.686565544281658,0,0,7,9,7,12.377982384257626,0,13.802186682006731,1.5403320543920902,-0.8560619644320555,1
1,1,2,9500,1,1,126.36651003755483,1,19,19,3,3,117.7229323423583,1,0,0,1,0,0,19,0,0,7,9,5,13.599308316550239,0,0,7,7,7,13.517840361166588,0,12.129724312314439,2.5950908551092273,-0.37410902613107266,1
1,1,1,9773,1,1,137.63201330468056,1,3,1,4,5,134.6787128154725,1,0,0,0,1,0,24,0,0,6,8,5,14.084653570774178,0,0,6,9,5,13.13696372531056,0,10.058085854059449,0.9788778712511094,2.725660035205191,1
1,44,1,9003,1,39,135.36820956489336,1,8,2,1,1,135.36820956489336,0,0,0,1,1,0,20,0,0,6,12,3,11.382427941985782,0,0,6,13,2,11.835513097805835,0,15.5,2.8,-4.06,1
1,1,1,9773,1,1,117.8162998203059,1,1,19,4,4,110.32037477538236,0,0,0,1,0,0,19,0,0,6,11,4,12.392852468553532,0,0,6,10,3,12.530616696615683,0,7.746933967655061,2.3224580610959955,0.039192861814771884,1
1,1,1,9238,1,1,156.27577499211324,1,2,36,1,5,135.77661311494435,0,0,0,1,0,0,21,0,0,6,11,3,11.745598950117952,0,0,5,12,2,12.84185485212896,0,9.4,-0.8,-3.12,1
1,44,1,9003,1,39,140.0,1,37,37,6,2,140.0,0,0,0,1,0,0,19,0,0,6,16,3,12.202057007021983,0,0,6,13,4,11.697682587208117,0,15.5,2.8,-4.06,1
1,1,1,9251,1,1,152.5640978789813,1,2,3,2,2,134.67919405421162,0,0,0,1,0,0,20,0,0,6,12,2,8.404553198868117,0,0,5,9,4,9.076917454777567,0,14.52677745130955,2.225639151592522,-3.9100280006936026,1
1,4,1,9147,1,1,127.41038076748578,1,19,37,5,6,118.21033667719537,0,0,0,1,0,0,19,0,0,5,13,3,10.85769739503351,0,0,5,6,3,10.655691383423754,0,13.502529056435826,-0.08203206320674283,0.9118056117374084,1
1,37,1,9147,1,1,123.65764196207414,1,37,37,6,7,111.51257651277051,0,0,0,1,1,0,23,0,0,5,12,3,11.146142658238697,0,0,5,11,3,11.536535664559674,0,10.123406158281547,0.18646294311119938,-2.8087161379515773,1
1,39,1,9003,1,1,133.26652973484798,1,37,37,3,8,130.48269488361737,0,0,0,1,0,0,29,0,0,6,6,0,0.2896169301704248,0,0,6,6,0,0.29766184489738023,0,11.1,0.6,2.02,1
1,16,1,9853,1,1,129.35827054239775,1,37,30,6,6,121.66524168329155,1,0,0,1,0,0,19,0,0,6,11,4,13.75267184382833,0,0,6,11,3,11.11586105569481,0,9.721933466332459,1.8042749501253281,1.2616079756850282,1
1,17,2,9147,1,1,112.7284716627548,1,1,15,3,4,109.23873153394072,0,0,0,0,0,0,19,0,0,5,7,3,10.54580423497015,0,0,5,11,3,14.350520893276272,0,10.453975960191473,1.4,2.0623487107689975,1
3,42,1,9500,1,4,130.6519346278583,1,33,33,7,7,102.92188447642718,0,0,0,1,0,0,36,0,0,7,10,5,13.112120101471403,0,0,7,11,3,10.36558260475218,0,11.935628061430613,1.168668357856727,1.1805980289989946,1
1,43,2,9670,1,1,126.88061663251314,1,3,13,4,6,118.0085667611564,0,0,0,1,1,0,19,0,0,5,14,3,11.646769438752191,0,0,5,8,3,12.25456434521089,0,12.364184989753943,-0.470646112249562,-0.5444525977915746,1
1,1,1,9500,1,1,138.0180428354686,1,11,19,3,6,134.52814682333104,0,0,0,1,0,0,18,0,0,7,9,5,13.126002056263845,0,0,7,9,6,12.741243888359737,0,14.293143722521927,0.4003608567093722,0.4398896084119934,1
1,17,1,9500,1,1,136.9982719584387,1,9,37,2,7,130.9536355093763,1,0,0,0,0,0,18,0,0,7,8,7,12.931592403147699,0,0,8,12,5,13.184120126819202,0,12.655017942625367,0.10017280415613189,1.3369028323467136,1
1,12,3,9119,1,1,140.80798221727736,1,19,19,6,5,125.12518844123029,0,0,0,0,1,0,18,0,0,5,8,4,13.20199555431934,0,0,5,9,5,12.10404053189226,0,11.417206223952924,0.7527183995549626,2.272972941371706,1
1,49,1,9003,1,36,130.70820969812704,1,33,37,7,7,132.284547413313,0,0,1,1,1,0,20,0,5,10,14,9,13.080823232210719,0,3,9,11,7,12.105274172116935,0,10.56771961171848,1.1486997845355713,2.4979454959023464,1
1,16,4,9670,1,1,115.02566258760281,1,1,19,4,4,117.09633391605674,0,0,0,1,0,0,20,0,0,5,7,3,12.66834695514066,0,0,5,6,4,12.749869068430598,0,7.612831293801403,2.592667832113484,0.32623234270353874,1
1,17,1,9853,1,1,114.50413675706434,1,1,19,8,8,112.1671924812441,1,0,0,1,0,0,20,0,0,6,6,5,12.02940797749542,0,0,6,7,5,12.497479316214678,0,7.799134019040413,2.6050413675706436,0.20959405020291033,1
1,31,1,9167,1,1,129.30065137269386,1,25,7,191,154,113.00719909741635,0,0,0,1,0,0,22,0,0,6,9,5,11.986058718819052,0,0,6,10,3,11.496514679704763,0,13.647377510332639,0.6846417450183694,0.6290572094830695,1
3,34,1,9003,1,1,130.28645144189906,1,22,22,8,4,103.19428063661432,0,0,0,1,0,0,35,0,0,6,13,2,13.066514150309715,1,0,6,12,3,13.199542450929146,0,14.622013215911762,2.3610066079558805,-2.8467818983507973,1
1,1,1,9773,1,1,139.79657636353062,1,2,1,4,4,136.7395435151374,1,0,0,1,0,0,19,0,0,6,8,5,12.231406569678644,0,0,6,11,5,13.231406569678644,0,9.603497866651159,1.144182593945033,3.0335400812226236,1
1,2,1,9853,1,1,133.07219840897918,1,37,19,7,6,126.31734843241037,1,0,0,1,0,0,18,0,0,6,9,4,12.007812821699675,0,0,6,6,4,12.0,0,14.92963256906451,2.7855603182041646,-3.7437709686712095,1
1,1,1,9254,1,1,112.49044003529289,1,37,19,8,5,113.990045513676,1,0,0,1,0,0,20,0,0,6,9,6,10.94572584142129,0,0,6,9,4,11.122610008823225,0,7.747132010587869,2.535629745367807,0.3650591782425349,1
1,1,3,9500,1,1,139.90780533786543,1,37,37,7,7,129.72861036152284,1,0,0,1,0,0,18,0,0,8,8,7,14.004394965268407,0,0,8,8,7,14.004394965268407,0,10.250353532087006,0.35957299830046163,-2.7540902983140767,1
1,30,1,9773,1,1,131.2383606971752,1,10,29,7,7,129.1963279327846,0,0,0,1,0,0,20,0,0,6,11,4,12.335683072935186,1,0,6,10,4,12.79595629007265,0,14.06586883410812,1.7359671994995725,-1.3536557030749994,1
1,1,1,9500,1,1,137.94618004326705,1,37,37,6,6,120.86529926784765,1,0,0,1,0,1,18,0,0,8,9,6,12.019006373329141,0,0,8,9,6,12.019006373329141,0,9.834700732152344,-0.207226274337712,-2.9329469576799,1
1,43,1,9773,1,1,126.18378767444014,1,1,10,3,5,119.88139318604186,0,0,0,1,1,0,25,0,1,7,15,2,12.5322898338851,0,1,6,8,4,11.545566841086499,0,10.627739186051613,-0.6635845348831539,-2.0532310627862644,1
1,1,2,9121,1,1,135.5729347880002,1,3,1,2,5,126.81722283660037,0,0,0,0,0,0,19,0,0,5,9,4,12.514586957600038,0,0,5,10,2,11.514586957600038,0,9.466045653360041,1.1941652169599848,3.126632716587972,1
1,7,1,9085,1,1,109.08437335451343,1,29,37,6,5,110.14810669063363,0,0,0,0,0,0,20,0,0,6,9,5,13.446798222519487,0,0,6,14,4,12.364451558082305,0,11.846858665217502,0.5425493334448075,1.8878634669230574,1
1,40,1,9085,1,1,128.9621950223591,1,3,1,2,7,113.08130014906074,0,0,0,0,0,0,24,0,0,6,9,5,14.156024848845101,0,0,6,8,4,14.211720839544197,0,12.068617979131496,0.2886585067077334,1.5944999591672357,1
1,1,1,171,1,1,134.06337979224637,1,1,2,3,2,130.91632861660642,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.619013937673907,1.2791814022676657,1.244573018412634,1
1,52,1,9003,1,41,129.8764956373606,1,38,37,8,8,129.8764956373606,0,0,0,1,1,0,20,0,6,11,15,10,12.390512708688723,0,4,9,11,7,11.481426178431672,0,8.981512879342018,1.417290610769519,3.416507197481957,1
1,1,1,9670,1,1,126.91978161717503,1,1,36,4,8,127.71094084329891,0,0,0,1,0,0,19,0,0,5,8,3,12.419781617175035,0,0,5,6,4,11.030081893559363,0,7.6,2.6,0.32,1
1,1,1,9143,1,1,142.86703149612245,1,1,37,8,8,134.30856377983673,1,0,0,1,0,0,20,0,0,5,7,3,9.537346457346935,0,0,5,7,4,12.398905511632655,0,8.025499212408164,2.4404377953469383,0.508815275506123,1
1,1,1,171,1,1,128.41272919056362,1,19,27,6,5,132.82940326857914,1,0,0,1,1,0,20,0,6,12,12,11,12.29873184527966,0,4,11,16,9,12.171117497687233,0,8.9,1.4,3.51,1
1,40,1,9078,1,1,132.19307709594796,1,29,19,9,7,126.84196898183495,1,0,0,1,0,0,24,0,0,5,10,3,11.140346145202603,0,0,5,9,3,10.86551284932466,0,11.866630703539778,2.691184535863942,-0.1911629579878087,1
2,41,1,9147,1,1,125.77489762980711,1,7,19,9,9,115.0132994412601,0,0,0,1,0,0,22,0,2,8,15,5,11.39561861632072,1,2,8,12,6,10.469381416725621,0,8.561598188547022,2.050515320830273,0.787061977294268,1
1,1,3,9500,1,1,135.13331058575298,3,1,3,6,5,121.28265256316683,1,0,0,1,0,0,18,0,0,7,9,5,12.181646972366407,0,0,7,9,5,12.8003375416357,0,13.130003412137054,0.1106648468602377,1.303331058575297,1
1,19,1,9500,1,1,140.00004358084513,1,1,38,2,9,133.66589836171875,0,0,0,1,0,0,19,0,0,7,8,6,12.518116571429845,0,0,7,14,5,13.008326617666514,0,13.71013485712249,-0.1987385904653285,0.9165767619183395,1
1,1,1,9070,1,1,125.39719254395497,1,1,1,3,3,132.43691179835045,0,0,0,0,0,0,18,0,0,6,9,5,12.213239751465165,0,0,6,10,4,11.031929605310816,0,13.274421743270928,-0.01203540563264971,0.7433298760852916,1
1,41,1,9085,1,1,147.34837219379634,1,37,29,9,7,124.21720926873455,0,0,0,1,0,0,23,0,0,5,11,1,4.744360427326374,1,0,5,11,3,11.174658918647635,0,10.791679058682403,1.0977441709305493,-2.5211562838396935,1
1,5,1,171,1,1,124.27682779723506,1,1,1,4,2,125.45910882949381,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.786939598156907,2.6553655594470102,-0.8925057518895259,1
1,40,1,9085,1,1,142.22949014219913,1,37,37,7,6,114.07649671406638,0,0,0,1,0,0,23,0,0,5,12,1,6.910753833589226,0,0,5,12,2,11.469216557135546,0,10.406995558608715,0.02929046003070701,-0.07531931103011802,1
1,1,1,9500,1,1,132.05163985259972,1,19,19,4,4,123.77902408398117,0,0,0,1,0,0,19,0,0,7,7,7,13.99525604076248,0,0,8,8,7,13.993315514843994,0,12.673709003685007,3.4195627059734113,-1.3941480762022516,1
3,39,1,9991,0,1,130.65305278591757,1,37,19,9,7,148.42132437801132,0,0,0,1,0,0,34,0,0,5,10,4,10.986672263742916,0,0,5,9,4,11.184436981676111,0,12.952020149474501,-0.4053310945028333,-0.0336891590121563,1
2,25,1,9853,1,7,133.1,1,26,7,9,5,107.37703341643652,0,0,0,0,0,0,24,0,0,7,10,6,12.115515971948234,0,0,7,9,4,12.874322194521161,0,13.447656060013424,0.7147367580801689,0.7502580348137711,1
1,45,1,9070,1,5,134.2999644181758,1,25,19,6,8,116.83127556549883,0,0,0,1,0,0,24,0,0,6,8,3,11.0,0,1,6,9,3,10.903486923441275,0,10.099964418175789,1.4,2.392138410436239,1
1,1,1,9670,1,1,114.86820884309303,1,37,23,8,8,110.4935756753432,1,0,0,1,0,0,21,0,0,5,7,3,12.310817363220375,0,0,5,6,4,11.733113022415282,0,8.080396559652494,1.6925842762119554,-0.5980912028914336,1
1,1,1,171,1,1,131.6578384256363,1,16,37,3,5,131.33959869508743,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.836821833229068,2.152669870567317,-0.13259283683777373,1
1,39,6,9991,0,1,114.31649929364177,1,37,38,9,4,143.43595983047402,0,0,0,1,1,0,31,0,0,5,7,4,12.607912482341044,0,0,5,7,4,13.883389527413307,0,12.135622665994184,1.797845049445076,0.09178479515611393,1
1,2,1,171,1,1,132.27354471068102,1,1,1,6,3,128.69186666108348,0,0,1,1,1,0,22,0,12,16,18,12,12.203528392559532,0,9,16,26,10,11.942169992485221,0,10.89987154546441,0.6727739834674872,2.155541544208195,1
1,1,1,9670,1,1,118.7422182379083,1,37,19,4,8,114.21955276653581,0,0,0,1,0,0,19,0,0,5,7,3,11.846349775536908,0,0,5,10,4,13.333014948085857,0,10.225014051615226,1.6156197306442903,1.4848499854042565,1
1,1,2,9670,1,1,117.71262997477163,1,3,1,3,6,111.00880632240104,1,0,0,1,0,0,19,0,0,6,10,4,13.346755856459337,0,0,6,10,5,12.047508664984775,0,10.577404685167469,0.790034659939102,2.3739395541365775,1
1,44,1,9085,1,39,140.0,1,37,38,8,7,140.14016403919595,0,0,0,0,0,0,20,0,2,6,9,6,12.680969119645846,0,1,6,12,2,13.009534968652787,0,13.756975470208198,-0.25137165987078736,0.8678053442067402,1
1,3,1,9853,1,1,143.73316133103359,1,38,37,5,5,139.0329033275839,0,0,0,1,0,0,18,0,0,6,9,3,12.469837174548418,0,0,6,9,5,12.198371745484184,0,9.4,-0.8,-3.12,1
1,33,1,9991,0,1,111.74737887956505,1,37,37,9,3,125.13419876048931,0,0,0,1,0,0,32,0,0,5,9,3,11.07280745331521,0,0,5,10,3,10.932018633288026,0,7.6,2.6,0.32,1
1,9,3,9670,1,1,118.44594499513624,1,1,19,4,4,116.60772214355195,0,0,0,1,0,0,20,0,0,5,8,4,12.892294017538683,0,0,5,7,4,12.732418647983998,0,9.322972497568122,1.6154442871039305,1.1568723559616592,1
1,1,2,9500,1,1,118.23615537201589,1,14,1,3,7,112.64390836368699,0,0,0,1,0,0,19,0,0,7,8,5,13.382982907345973,0,0,8,9,6,12.68241640690682,0,11.1,0.6,2.02,1
1,43,1,9083,1,1,129.35374950636256,1,19,35,4,8,130.43945033567346,1,0,0,0,0,0,19,0,0,6,11,4,13.0,0,0,6,11,3,11.73560005265466,0,13.9,-0.3,0.79,1
1,25,1,9531,1,1,116.671831530016,14,2,11,131,134,119.03194938153013,0,0,0,1,0,0,24,0,0,7,13,1,6.412395672038383,3,0,7,10,3,12.483059634171553,0,10.45856839250933,0.999225270497601,2.744074961395415,1
1,9,2,9254,1,1,119.45554793821093,1,19,19,6,7,123.48035843653047,0,0,0,1,0,0,19,0,0,6,11,3,10.34321156928646,0,0,6,10,3,12.727773969105465,0,12.54038585897111,1.0533424741468844,-3.603928312693909,1
1,4,1,9500,1,2,133.2331003245979,1,37,37,7,5,126.87466968622203,0,0,0,1,0,0,27,0,0,7,9,6,13.06858900454601,0,0,8,10,6,11.980976644467471,0,13.30867644666143,1.5067598701608436,-3.72232063276422,1
1,41,1,9500,1,1,135.92950851434927,1,26,37,7,7,123.37981985317909,1,0,0,1,0,1,21,0,0,7,9,5,12.050732720501001,1,0,7,9,5,12.050732720501001,1,8.33268846741713,1.2160328948787533,-1.0802490710638497,1
1,39,1,8014,0,1,120.0,1,37,37,9,6,105.68803766642185,0,0,0,1,0,0,48,0,0,6,9,5,12.11530150321997,0,0,6,11,4,11.390984084943318,0,13.703771352897974,0.3540954903400911,0.3828255572632933,1
1,41,1,9500,1,1,120.0,1,37,37,9,7,112.17836926696478,0,0,0,1,0,0,29,0,0,7,10,6,11.739278975565494,0,0,7,11,5,12.234648921991056,0,10.963301215205142,1.7005124657009505,-0.16494110544818325,1
1,1,1,9085,1,1,125.27528909898241,1,19,37,3,7,126.71129573477234,0,0,0,1,0,0,18,0,0,5,12,5,12.030587677664712,0,0,5,15,4,12.73929431281735,0,11.048000947969989,0.5571772512694024,1.8627793368033787,1
1,17,2,9119,1,1,120.0,1,1,19,9,4,116.97744002981034,0,0,0,0,1,0,18,0,0,5,9,3,12.387200149051692,0,0,5,8,3,11.183022549307879,0,9.467893551942481,1.1934932538390979,3.12538118527532,1
1,44,1,9085,1,39,140.0,1,25,38,4,5,140.0,1,0,0,1,0,0,21,0,1,6,14,4,12.695271944621558,0,0,6,16,1,12.641841661353231,0,14.89559932525691,0.36865266709174155,0.010243639093098222,1
1,1,1,9853,1,1,129.39847948620243,1,2,13,3,4,123.89435378163604,0,0,0,1,0,0,18,0,0,6,9,5,12.51328264954008,0,0,6,8,5,11.139847948620245,0,11.383659391770639,0.37068423120890137,-3.4256786603712133,1
1,4,2,9147,1,1,124.9612581311794,1,1,38,5,7,122.34471294100166,1,0,0,1,0,0,19,0,0,5,6,4,11.35082043825526,0,0,5,9,3,12.459017031879384,0,10.079580622940199,-0.5055150633925809,-2.0077530471212093,1
1,1,4,9071,1,1,122.86912633928165,1,2,1,8,3,120.2530107142532,1,0,0,1,0,0,19,0,0,5,6,5,11.570193787214912,0,0,5,8,5,11.658918016586567,0,12.19060214285064,0.6177862946465148,1.7834563169640825,1
1,1,2,9119,1,1,133.30178954921456,1,3,1,2,4,122.38848962096837,0,0,0,0,0,0,18,0,0,5,9,4,12.06035790984291,0,0,5,10,2,11.06035790984291,0,8.966393700827203,1.3758568360628356,3.4650333571670315,1
1,1,1,9500,1,1,133.96220012862892,1,27,29,192,192,113.87930793051538,1,0,0,1,0,0,19,0,0,7,9,6,13.129417473903572,0,0,8,11,5,12.036192296046957,0,11.1,0.6,2.02,1
1,15,1,9119,1,1,132.6042940269724,31,1,2,3,3,105.5943959813112,0,0,0,1,1,0,23,0,1,7,7,6,12.873085184746898,0,0,5,8,5,11.990700308897644,0,9.348495880358282,1.4,3.0921906798767584,1
3,39,1,9991,0,1,148.1024512099502,1,20,20,7,7,146.7314017174528,0,0,0,1,0,0,27,0,0,5,8,4,11.463251626334994,0,0,5,7,4,12.0,0,10.564810408543961,1.488196096796015,1.635634618791382,1
1,1,1,9082,1,1,136.30242094912458,1,19,19,3,3,130.79629051389495,1,0,0,1,0,0,18,0,0,5,8,5,12.525201745760382,1,0,5,6,3,13.056585968362514,0,9.4,-0.8,-3.12,1
1,9,3,9500,1,1,130.32203446299584,1,37,37,7,7,125.14350268682324,1,0,0,1,0,1,18,0,0,7,9,5,12.339273659914854,0,0,7,8,6,12.78627925567303,0,10.28361571254523,-0.07231647202157532,-0.448361904422069,1
2,11,1,9238,1,1,135.97798094141228,1,37,37,9,8,132.28678856484737,1,0,0,1,0,0,20,0,0,6,7,3,11.211009529293857,0,0,6,10,4,12.390417990179703,0,12.059693964780555,2.9248926942080415,-0.5407090730763751,1
1,1,1,9085,1,1,128.48665009764784,1,1,1,2,2,125.55776673176523,1,0,0,1,0,0,19,0,0,5,13,4,11.965776673176522,1,0,5,9,3,12.034223326823478,0,9.913349902352172,-0.5775483756473923,-2.279817326483613,1
2,39,1,9003,1,8,154.10025037687936,1,8,37,3,3,157.0733742901458,0,0,1,1,0,0,37,0,0,3,4,2,6.415436463409111,0,0,6,4,2,5.914910552084791,0,12.045478922731183,0.9260237239720135,1.6011682701781995,1
1,4,1,171,1,1,160.0257145482474,1,3,3,2,2,158.6257145482474,0,0,0,1,0,0,18,0,1,2,2,2,3.1586712618629,0,0,2,3,2,3.0524024363027302,0,11.529500045943296,0.7238428453288669,2.2177885488507236,1
1,1,1,9070,1,1,118.64002981245642,1,25,37,5,5,119.44918374279737,0,0,0,1,0,1,19,0,0,6,7,6,11.872381662201343,0,0,6,9,5,11.534827751810159,0,11.488013415605389,0.810279538848313,0.6100581437038941,1
1,12,1,9254,1,1,119.94744051819812,1,19,13,4,5,116.85117519767306,0,0,0,1,0,0,20,0,0,6,10,4,11.76313987045047,0,0,6,6,6,10.939834174671832,0,12.018810381951079,0.5293222783114554,1.8574412401163474,1
1,1,5,9500,1,1,123.0022514474057,1,1,1,3,7,115.33565982898588,1,0,0,1,0,0,18,0,0,7,8,5,13.820204079599446,0,0,7,11,6,12.118227541121268,0,11.317154480271235,0.583295809209905,1.9815803611827816,1
1,39,1,9500,1,1,131.07180748291134,1,22,19,5,5,120.3942847022701,0,0,0,1,0,0,27,0,0,7,11,4,13.139734457138182,0,0,7,7,5,13.243782055102143,0,13.69885694045402,0.37047686515327066,0.372628151442089,1
1,1,1,9147,1,1,127.88998571919937,1,37,37,5,6,122.10366714269335,0,0,0,1,0,0,18,0,0,5,10,3,11.55047347032369,0,0,5,9,4,12.018335713466772,0,13.668970010318679,-0.19365286189272538,0.7727644293412348,1
1,1,1,9147,1,1,131.3179899246718,1,37,32,9,7,120.04058287194205,0,0,0,1,0,0,18,0,0,5,8,2,10.922592947270259,0,0,5,9,3,11.596931318267693,0,7.9426773804146675,2.2836824180787687,1.1608775719406066,1
1,45,1,9119,1,1,133.64663169335265,1,1,37,3,6,118.8784014367506,0,0,0,1,1,0,19,0,1,5,7,2,7.832893425937301,0,0,5,7,1,10.995706791432708,0,12.844055768212261,2.732760905524361,-2.5874638309835065,1
1,9,2,9853,1,1,122.1360267701793,1,19,37,8,8,102.1194631362472,1,0,0,0,0,0,21,0,0,6,10,5,12.093288594687268,0,0,6,10,4,12.29651006112534,0,10.957610737275056,0.979704700599851,1.8871033547900522,1
1,1,2,9500,1,1,123.75336359175358,1,5,1,4,4,118.26244427747514,0,0,0,1,0,0,19,0,0,7,9,5,12.583091575424358,0,0,7,8,7,11.68539191138513,0,12.197421583659956,0.5155829551030803,1.8258407967370847,1
1,17,1,9119,1,1,126.02835076475027,1,19,4,4,5,115.58623716824506,0,0,0,1,1,0,20,0,0,5,9,4,12.33561834231477,0,0,5,10,0,2.665095045256413,0,13.35587642826015,-0.12510313765504777,1.0290257118714345,1
1,39,1,9991,0,1,142.43936906809745,1,35,35,46,46,123.54859895746868,0,0,0,1,0,0,31,0,0,5,8,3,11.0,0,0,5,8,3,11.76830704450406,0,9.473133966069607,1.8975747627238975,1.151203197443388,1
1,1,1,171,1,1,130.20962768307956,1,3,3,6,4,128.38555847538066,1,0,1,1,1,0,22,0,12,16,18,12,12.073703506326247,0,9,16,26,10,11.881547631380045,1,10.81019681712917,0.7053829755893931,2.216275792035245,1
1,1,1,171,1,1,132.46189224888602,1,15,38,8,8,126.12100377862863,0,0,0,0,1,0,18,0,4,9,9,9,10.588783866176424,0,3,8,11,7,10.179671762255971,0,9.002920605018385,0.9471493379191097,2.1452727774562264,1
1,5,1,9003,1,1,143.5523215224091,1,16,17,8,8,133.60582125966366,0,0,0,1,1,0,19,0,0,6,9,4,12.0,1,0,6,10,4,12.460028707357955,0,15.5,2.8,-4.06,1
1,1,2,9242,1,1,133.1,1,1,1,7,7,106.74374028792474,0,0,0,1,1,0,21,0,0,6,7,4,11.272479134293082,0,0,6,8,2,11.134874805758495,0,9.925048523764561,2.020424106489076,2.1046045239964837,1
1,1,1,9147,1,1,117.7421291291611,1,37,37,9,9,120.06299154538564,0,0,0,1,0,0,19,0,0,5,8,2,10.0,0,0,5,9,2,11.019028952029771,0,7.6,2.6,0.32,1
2,39,1,9500,1,19,133.1,1,28,29,6,5,100.26558476400052,0,0,0,1,1,0,38,0,0,7,7,6,12.303462829404245,0,0,7,8,3,6.180536865097722,0,13.331684548794428,0.884286480801135,0.4929109444827452,1
1,1,4,9147,1,1,124.6830284614748,1,35,38,6,6,122.23803658462303,1,0,0,1,0,0,18,0,0,5,8,1,11.03169715385252,0,0,5,9,2,12.362645666639082,0,7.802861784656123,2.523926830753954,0.4100199169411547,1
1,17,1,9853,1,1,133.1,1,1,19,135,175,105.56722105264639,1,0,1,0,0,0,21,0,0,7,7,6,12.940984688997236,0,0,7,8,6,12.52622902711234,0,8.98655578947072,1.3685251674651921,3.4513781244039206,1
1,15,1,9670,1,1,123.97687931208021,1,37,37,3,3,122.63497155285214,0,0,0,1,0,0,18,0,0,5,7,5,13.105611709661652,0,0,5,8,4,13.114523060192981,0,8.961054957005015,1.131358189177941,2.700411270113522,1
1,1,3,9147,1,1,126.80879611313374,1,37,37,7,7,120.21032427555288,0,0,0,1,0,0,18,0,0,5,7,2,11.0,0,0,5,9,2,13.113698681241805,0,9.047036890506993,2.0573611660598776,0.962122620162478,1
1,2,2,9119,1,1,126.59512484224885,1,1,36,141,192,122.44710001402233,1,0,0,1,1,0,19,0,0,5,7,5,10.866124982472096,0,0,5,9,3,12.0,0,8.9,1.4,3.51,1
1,17,2,9147,1,1,119.74234157465126,1,1,37,5,5,112.90487619619078,1,0,0,1,0,0,20,0,0,5,8,2,11.525765842534874,0,0,5,9,3,12.534934956259686,0,9.84261854696745,-0.10445656905114886,-1.5834813298129926,1
